"File","Field","Index","Speakers","Japanese","Speakers (E)","English","LineBreak"
"5074.dat","line","8","0 [スパーダ]","いや～　おまえの弱点はトマトかぁ
うひゃひゃひゃひゃ","0 [Spada]","Oh～ So you’re really weak against them, huh?
Hyahahahaha!","TRUE"
"5074.dat","line","11","1 [コンウェイ]","先に言っておくけど
よからぬことを　考えているようなら
やめておいたほうが　賢明だよ","1 [Kongwei]","I am just letting you know in advance, but if you are
thinking of doing something stupid, it would be wise to
just leave it be.","TRUE"
"5074.dat","line","15","0 [スパーダ]","ほ～～？
そりゃ　なんでだ？","0 [Spada]","Oh～? And why is that?","TRUE"
"5074.dat","line","18","1 [コンウェイ]","それはね……","1 [Kongwei]","That is because...","TRUE"
"5074.dat","line","31","1 [コンウェイ]","…というわけさ","1 [Kongwei]","...That is all.","TRUE"
"5074.dat","line","35","1 [コンウェイ]","よからぬことを　考えているようなら
やめておいたほうが　賢明だよ…ね？","1 [Kongwei]","Generally speaking... If you are thinking of doing 
something stupid, it would be wise to just leave it be...
Understand?","TRUE"
"5074.dat","line","40","0 [スパーダ]","あ…あぁ…","0 [Spada]","Oh... I guess...","TRUE"
"5074.dat","line","45","1 [コンウェイ]","期待しているよ
ふふっ","1 [Kongwei]","I am looking forward to it then.","TRUE"
"5075.dat","title","559","","ハルトマンと温泉","","Hartman and the Hot Springs","FALSE"
"5075.dat","speaker","0","","スパーダ","","Spada","FALSE"
"5075.dat","speaker","1","","ハルトマン","","Hartman","FALSE"
"5075.dat","line","5","0 [スパーダ]","ガラムに来たら　やっぱり温泉だよな！","0 [Spada]","You really gotta hit the hot springs
when you’re in Garam!","TRUE"
"5075.dat","line","12","0 [スパーダ]","しっかし　みんな付き合い悪ぃぜ","0 [Spada]","But nobody wanted to go with me...","TRUE"
"5075.dat","line","15","0 [スパーダ]","ルカはイリアたちと　外出
おっさんは　姿くらますし
コンウェイは　読書…","0 [Spada]","Ruca’s outside with Illia, the old 
man went off somewhere, and 
Kongwei’s reading...","TRUE"
"5075.dat","line","21","0 [スパーダ]","あ～　ツマンネェ！","0 [Spada]","LAAAME...!","TRUE"
"5075.dat","line_speaker","28","","？？？","","???","FALSE"
"5075.dat","line","28","1 [ハルトマン]","お坊ちゃま…？
もしや　スパーダお坊ちゃまでは
ありませんか？","1 [Hartman]","Young Master...? Are you perhaps, 
Young Master Spada?","TRUE"
"5075.dat","line","35","0 [スパーダ]","ハ…　ハルトマン！？
なぜ　ここに…","0 [Spada]","H-Hartman!? Wh-why are you here...?","TRUE"
"5075.dat","line","44","1 [ハルトマン]","いやはや　ガラムに
体に良いという温泉があると聞きましてな","1 [Hartman]","Oh my, I came because I heard that the 
hot spring here is good for the body.","TRUE"
"5075.dat","line","47","1 [ハルトマン]","船を乗り継ぎ
はるばる海を渡って参りました","1 [Hartman]","And so I bought a ticket and rode
a long way through the ocean.","TRUE"
"5075.dat","line","51","0 [スパーダ]","そうか…
確かに　ここの温泉は素晴らしいからな
ゆっくりしていくと良いぜ","0 [Spada]","Ahh... It’s true, the hot springs here are 
amazing! Take your time and relax here!","TRUE"
"5075.dat","line","54","1 [ハルトマン]","はい
ところで　お坊ちゃま
お背中　お流ししましょうか？","1 [Hartman]","I will. Speaking of, would you like
it if I wash your back, Young Master?","TRUE"
"5075.dat","line","59","0 [スパーダ]","い…　いいって
もうガキじゃねェんだし","0 [Spada]","I-I’m fine! I’m not a kid anymore, sheesh.","TRUE"
"5075.dat","line","64","0 [スパーダ]","オレはいいから　その…なんだ…
ハルトマン　そこ座れよ
背中　流すぜ","0 [Spada]","I’m all good, so you sit over there
and I’ll wash your back instead.","TRUE"
"5075.dat","line","68","1 [ハルトマン]","いけません
お坊ちゃまに　そのようなことを…","1 [Hartman]","This cannot be! To make the young
master do such a...","TRUE"
"5075.dat","line","73","0 [スパーダ]","気にすんなって
ハルトマンには　いつも世話になってるしな
だから　今日くらい　いいだろ？","0 [Spada]","Don’t worry about it! You’ve always been
taking care of me, so why not just this once?","TRUE"
"5075.dat","line_speaker","80","","スパーダ","","Spada","FALSE"
"5075.dat","line","80","","{fixed}（ハルトマンの背中…
　こんなに小さかったか？）","","(Has his back always been this small...?)","TRUE"
"5075.dat","line_speaker","83","","スパーダ","","Spada","FALSE"
"5075.dat","line","83","","{fixed}（ガキの頃は
　でかい背中だと思っていたんだけどな…）","","(I’ve always thought that his 
back was huge as a kid.)","TRUE"
"5075.dat","line","86","1 [ハルトマン]","坊ちゃま…","1 [Hartman]","Young Master...","TRUE"
"5075.dat","line","90","0 [スパーダ]","ん…？","0 [Spada]","Hm...?","TRUE"
"5075.dat","line","95","1 [ハルトマン]","あのお坊ちゃまが　ますます立派になって…
このじい　もう感動で…グス…","1 [Hartman]","The Young Master has grown to be such
a fine young man... This old man’s grateful... 
*sob*...","TRUE"
"5075.dat","line","99","0 [スパーダ]","ははっ　なんだよ
これくらいのことで　泣くなよな","0 [Spada]","Haha, now don’t cry over something like this!","TRUE"
"5075.dat","line","102","1 [ハルトマン]","これくらいのことではありませぬ
あの小さかった頃の
お坊ちゃまを思えばこそでございます","1 [Hartman]","It is not just “this,” I was just remembering
the times when you were young.","TRUE"
"5075.dat","line","105","1 [ハルトマン]","特に　怖い話を聞かれた後
「風呂に入るのが　怖いから一緒に入ってくれ」
と言われたときは…","1 [Hartman]","Especially those times when you would tell me to 
come in the bath with you after hearing scary things...","TRUE"
"5075.dat","line","110","0 [スパーダ]","お…おいおい
昔の話　持ち出すなよ
恥ずかしいだろ…","0 [Spada]","H-hey, hey... D-don’t bring up something like that... 
You’re embarrassing me...","TRUE"
"5075.dat","line","113","1 [ハルトマン]","お坊ちゃまには　恥ずかしくとも
じいには　とても眩しい思い出の
ひとつでございます","1 [Hartman]","It might be embarrassing for you, but, for me,
it is one of my most precious memories.","TRUE"
"5075.dat","line","118","0 [スパーダ]","眩しい…か…","0 [Spada]","“Precious”...","TRUE"
"5075.dat","line","121","0 [スパーダ]","…オレ　ハルトマンが執事で良かったと思ってる
ハルトマンが居たから　今のオレがあるんだ","0 [Spada]","I... I’m glad that you were my butler. You’re the 
one who made me who I am today.","TRUE"
"5075.dat","line","125","0 [スパーダ]","だから　その……
……ありがとな","0 [Spada]","That’s why... Uhmm...
Thank you.","TRUE"
"5075.dat","line","130","0 [スパーダ]","って…
面と向かって言うのはなんだか　照れるな…","0 [Spada]","Well... it’s kind of embarrassing 
to say it in front of you...","TRUE"
"5075.dat","line","133","1 [ハルトマン]","そうおっしゃっていただけるとは…
光栄の極みでございます…！　グスグス…","1 [Hartman]","I am very honored... to hear you say such a thing.","TRUE"
"5075.dat","line","137","0 [スパーダ]","おいおい…
いつまで　泣いてんだよ　まったく…","0 [Spada]","H-hey... how long are you gonna cry?","TRUE"
"5076.dat","title","577","","いいところのおぼっちゃん","","A Well-off Young Master","FALSE"
"5076.dat","speaker","0","","ルカ","","Ruca","FALSE"
"5076.dat","speaker","1","","イリア","","Illia","FALSE"
"5076.dat","line","2","1 [イリア]","お水　お水って…","1 [Illia]","W-Water... ","TRUE"
"5076.dat","line_addition","5","","あれ？
ルカ　眠れないの？","1 [Illia]","Oh, Ruca! Can’t sleep?","TRUE"
"5076.dat","line","8","0 [ルカ]","うん　ちょっと　寝付けなくって","0 [Ruca]","Yeah, kinda...","TRUE"
"5076.dat","line","11","1 [イリア]","そうだとしても　起きてるのは　よくないって
眠れなくても　横になってた方が　いいわ
でないと明日　ツライわよ？","1 [Illia]","I know it might be hard, but you can’t stay up too long. 
At least try lying down or else you’ll be tired tomorrow.","TRUE"
"5076.dat","line","15","0 [ルカ]","そうだね　ありがと
じゃあ　おやすみ…","0 [Ruca]","You’re right, thank you! Good night...","TRUE"
"5076.dat","line","20","1 [イリア]","って　ちょっと待ったー！
ルカ　動かないで","1 [Illia]","Yeah, good n-- Wait! Don’t move!","TRUE"
"5076.dat","line","25","0 [ルカ]","え？　う　うん…","0 [Ruca]","Huh? O-okay...","TRUE"
"5076.dat","line","33","0 [ルカ]","イ　イリア！？
ち…　近い　近いよ！","0 [Ruca]","I-Illia!? Y-y-you’re t-too c-close!","TRUE"
"5076.dat","line","36","1 [イリア]","動かない！　あと　静かに！
みんな　起きちゃうでしょ","1 [Illia]","Shut up and don’t move!
You’ll wake everyone!","TRUE"
"5076.dat","line_speaker","40","","ルカ","","Ruca","FALSE"
"5076.dat","line","40","","{fixed}（ど　ど　ど　どうしよう…
　イリアの顔が　こんなに近くに…）","","(Wh-wh-what should I d-do? Illia’s face 
is really close to mine right now...)","TRUE"
"5076.dat","line","45","1 [イリア]","……………取れた！","1 [Illia]","...Got it!","TRUE"
"5076.dat","line","52","1 [イリア]","ほら　まつげ
もう少しで　目に入るところ
これが目に入っちゃうと　すんごい痛いのよね～","1 [Illia]","Here, eyelashes. It’s hella painful 
if one ends up in your eye.","TRUE"
"5076.dat","line","56","0 [ルカ]","ま…まつげ…","0 [Ruca]","E-eyelashes...","TRUE"
"5076.dat","line","60","1 [イリア]","もう　大丈夫よ　ルカ
じゃあね","1 [Illia]","You’re aight now. See ya～","TRUE"
"5076.dat","line","64","0 [ルカ]","うん　おやすみ","0 [Ruca]","Good night...","TRUE"
"5076.dat","line","74","1 [イリア]","さてと…","1 [Illia]","Right.","TRUE"
"5076.dat","line_speaker","77","","イリアのパパ","","Illia’s Papa","FALSE"
"5076.dat","line","77","","{fixed}（母さん　母さん　今の見た？）","","(Hey, Mama, did you see that just now?)","TRUE"
"5076.dat","line_speaker","80","","イリアのママ","","Illia’s Mama","FALSE"
"5076.dat","line","80","","{fixed}（ええ　イリアったら　大胆ねぇ～
　誰に似たのかしら？）","","(I did, I wonder who she got that from?)","TRUE"
"5076.dat","line_speaker","83","","イリアのママ","","Illia’s Mama","FALSE"
"5076.dat","line","83","","{fixed}（それにしても　ヌルイわねぇ
　もう少しだったのに）","","(That was a bit lukewarm though.
Perhaps if they interacted a little bit more...)","TRUE"
"5076.dat","line_speaker","87","","イリアのパパ","","Illia’s Papa","FALSE"
"5076.dat","line","87","","{fixed}（問題は　そこか？
　母さんは　イリアがお嫁に行くの
　イヤじゃないのか？）","","(That’s what you’re worried about? 
Don’t you hate seeing Illia become a maiden?)","TRUE"
"5076.dat","line_speaker","90","","イリアのママ","","Illia’s Mama","FALSE"
"5076.dat","line","90","","{fixed}（…確か彼　いいところの
　お坊ちゃんなのよね？　ふふっ）","","(If I recall correctly, he was from
a rich family, right? Fufu)","TRUE"
"5076.dat","line","94","1 [イリア]","……パパ　ママ
そこで　見てるのは　わかってるわ
コソコソしないで　出てきなさい！","1 [Illia]","Papa, Mama, I know you’re there, so 
can you please get the hell out!","TRUE"
"5076.dat","line_speaker","97","","イリアのママ","","Illia’s Mama","FALSE"
"5076.dat","line","97","","{fixed}（バレちゃったみたいね
　逃げるわよ！）","","(Oh my, looks like we got caught! Time to run!)","TRUE"
"5076.dat","line","105","1 [イリア]","……逃げたわね
それにしても　ふたりしてのぞきなんて…
もう　しょうがないんだから！","1 [Illia]","Tch... they’re gone. I can’t believe 
they were both eavesdropping...","TRUE"
"5077.dat","title","565","","コンウェイと温泉","","Kongwei and the Hot Springs","FALSE"
"5077.dat","speaker","0","","コンウェイ","","Kongwei","FALSE"
"5077.dat","speaker","1","","ルカ","","Ruca","FALSE"
"5077.dat","line","5","0 [コンウェイ]","温泉というのはいいものだね","0 [Kongwei]","Hot springs sure are nice.","TRUE"
"5077.dat","line","9","1 [ルカ]","そうだね","1 [Ruca]","Yeah!","TRUE"
"5077.dat","line","12","0 [コンウェイ]","このままここに住みたいくらいだよ","0 [Kongwei]","At this rate, we might start living here.","TRUE"
"5077.dat","choice","15","0","魅力的だけど……","","It is tempting, but...","FALSE"
"5077.dat","choice","15","1","いっそ住んじゃおうか","","Then let’s just live here.","FALSE"
"5077.dat","line","18","1 [ルカ]","魅力的だけど……僕には
やらなきゃいけないことがあるしね","1 [Ruca]","It’s tempting, but... I have other things to do.","TRUE"
"5077.dat","line","22","0 [コンウェイ]","うん　ボクも
まだ求めるものを得られていない……","0 [Kongwei]","Indeed, same goes for me as well. 
I still have not gotten what I am after.","TRUE"
